id,sex,age,place,tenure,height,weight,bmi,income,high.bmi
53,male,31,rural,own_appartment,161.344324242192,84.2507902091015,32.3643283073616,7382.06632604818,TRUE
54,female,74,urban,rent,172.130346021361,56.6460116026674,19.1185280868387,5048.46301253241,FALSE
55,male,48,urban,rent,156.274722459062,70.5760298370237,28.8987961466708,7453.89420454958,TRUE
56,female,85,rural,rent,171.905445997873,52.4638351917467,17.7533683576369,4115.40274222808,FALSE
57,male,68,urban,homeless,170.780717073107,86.664709460421,29.7142395296566,6055.69818493176,TRUE
58,female,32,rural,own_house,169.115892332048,67.2876214701228,23.5269881568054,4806.24597265946,FALSE
59,male,42,rural,rent,161.808720027979,95.100318098907,36.3227000781448,6655.96321906783,TRUE
60,female,38,urban,irregular,195.244632440105,70.4168884605628,18.4722000888187,3132.32143337063,FALSE
61,male,40,urban,irregular,159.862763608632,105.126188652506,41.1354531936012,6034.92841105919,TRUE
62,male,44,rural,own_house,156.938989564376,82.5847516566094,33.5303558791536,7709.3884125597,TRUE
63,male,36,urban,homeless,156.461478676494,78.7764208006884,32.1796550322655,6056.8575361666,TRUE
64,female,39,urban,own_house,188.622575282159,61.234042097363,17.2109795425244,4401.09717913089,FALSE
65,female,65,urban,homeless,174.903398174584,64.5062944294902,21.0865533831517,5510.02334623105,FALSE
66,male,62,urban,own_appartment,165.851233224136,84.3355948174442,30.660095412793,6377.63573629839,TRUE
67,male,38,rural,own_house,153.199178771117,85.8911199053584,36.5961493158045,6955.38493451392,TRUE
68,male,73,rural,own_house,170.088635492251,66.1675022527988,22.8714735839202,5061.51300437535,FALSE
69,female,22,urban,own_appartment,181.848466628374,55.4337219339186,16.763116074254,4719.03999288837,FALSE
70,female,66,rural,rent,178.662765947392,54.850647723508,17.1835801955046,4836.71748607819,FALSE
71,male,57,urban,irregular,173.801797334158,101.259825070411,33.5219015440223,4333.09979867948,TRUE
72,male,84,urban,rent,171.749459110036,84.7803967685147,28.7411862275914,6091.10585451124,TRUE
73,male,72,rural,own_appartment,167.821092194828,110.753312515106,39.3245388087734,8095.67593072185,TRUE
74,female,37,rural,own_appartment,181.394512678621,46.0908913923032,14.0076995180266,4626.3128544537,FALSE
75,male,33,urban,rent,156.440691434318,81.6752848273132,33.3726892182606,7590.15718250008,TRUE
76,female,31,rural,irregular,159.849577353864,68.3170160874076,26.7365831223574,4175.21875106312,TRUE
77,female,26,urban,rent,177.871001799752,59.402187030767,18.7755268633639,5485.57744509491,FALSE
78,male,78,rural,own_appartment,167.16552969497,67.8995096589785,24.298148412522,5799.30751475949,FALSE
79,male,65,urban,rent,178.713276693892,129.007637103714,40.3925978297229,6808.26176028155,TRUE
80,male,48,urban,own_appartment,166.114753503604,72.4805101271252,26.2666585838622,5875.30167674393,TRUE
81,female,32,urban,irregular,171.883719834476,57.913389874595,19.6024113555774,3109.67947109978,FALSE
82,male,53,urban,own_appartment,173.358848032623,121.16877053523,40.3179717642754,7932.88469593499,TRUE
83,male,43,urban,rent,160.963391514936,98.1010136253666,37.8633700994997,7397.59246909187,TRUE
84,female,86,rural,irregular,171.187202595645,67.5911060530292,23.0646550114584,4552.94675307397,FALSE
85,female,38,urban,own_appartment,175.050518426946,89.0402862271905,29.0576002489561,5808.14098330111,TRUE
86,female,48,rural,irregular,193.006466853057,65.1025375898776,17.4764893087872,2906.08639583158,FALSE
87,male,67,urban,rent,167.292455276094,80.6992926728306,28.8348049390252,6354.52775151658,TRUE
88,male,60,rural,own_house,170.982708333836,90.726142718319,31.033307380745,5886.833941971,TRUE
89,male,83,rural,rent,163.630912977683,80.0111719017884,29.8827061601346,7209.51662152016,TRUE
90,male,39,rural,rent,161.690663298683,75.06969546328,28.7140709260988,6386.24651007654,TRUE
91,female,33,urban,rent,177.430783791118,53.3578021298262,16.9488403995341,4582.29908924164,FALSE
92,female,59,rural,own_house,189.556422276737,58.8794668057464,16.3865248986086,4088.48827032608,FALSE
93,female,33,urban,rent,210.483038966947,58.1578409775704,13.1272593235307,4093.09859428872,FALSE
94,female,56,rural,irregular,180.84668864835,74.6368941800701,22.8208826024751,4448.06570295483,FALSE
95,male,61,urban,irregular,163.663443981826,72.886939717733,27.2111154142637,3729.68379713016,TRUE
96,male,57,urban,rent,173.731399907061,80.7421543414553,26.7512262619786,5913.76436108306,TRUE
97,male,43,rural,rent,158.929725583232,95.1721617643047,37.6790259374772,7698.92756309312,TRUE
98,female,32,rural,rent,183.861864071614,69.5811637977302,20.5829856202418,5009.18890347614,FALSE
99,female,55,urban,irregular,192.744438963624,67.5224241995921,18.1754140246517,3432.07398290037,FALSE
100,male,32,rural,own_house,170.673127076261,59.5924602799622,20.4578987209901,4944.59206070743,FALSE
101,female,55,rural,rent,165.989467345099,77.7390033055116,28.2148603867655,6625.56020519011,TRUE
102,female,72,urban,homeless,187.620494908961,51.2678454007825,14.5641288187693,4884.24453692896,FALSE
103,male,54,urban,own_house,158.915786949214,72.9051926203811,28.8685104612306,7160.47913467957,TRUE
104,male,58,urban,own_appartment,161.53504229409,83.3801985032782,31.954308612474,7122.73793647761,TRUE
105,male,79,urban,own_house,160.158034346418,68.9801830066317,26.8922340435478,6434.67749229676,TRUE
106,female,49,urban,own_house,167.876595831812,50.2591996975976,17.8334455721158,5196.95442406677,FALSE
107,female,66,urban,own_house,200.095506396704,72.7164724533936,18.1617683212955,4799.93124095021,FALSE
108,female,77,rural,rent,172.430005202619,51.4870751474514,17.3169952862904,4260.69136912968,FALSE
109,female,61,urban,rent,173.693807580612,55.0626438225652,18.2510724484256,5059.91903115151,FALSE
110,female,40,urban,irregular,187.340815445721,69.0178084353465,19.6651087398021,3147.20641879679,FALSE
111,male,22,urban,rent,160.7464357609,79.643248207298,30.8223863602981,7091.53784973069,TRUE
112,male,63,urban,rent,173.043507109546,121.712397467177,40.6465978082399,8229.63602632757,TRUE
113,female,28,urban,own_appartment,181.024137608419,53.6428587235216,16.3696328831976,4893.79747714581,FALSE
114,female,53,rural,own_appartment,167.299513853256,78.632473165599,28.0939352709884,7057.91785539219,TRUE
115,male,77,urban,rent,175.380469837102,83.0028886925183,26.9855173611936,6466.51804992481,TRUE
116,male,67,urban,own_appartment,164.371411660297,72.6564080017397,26.8918916861237,6169.5235438464,TRUE
117,male,82,urban,homeless,161.437601703035,69.4731006139066,26.6567554533784,6055.75687397339,TRUE
118,male,32,rural,rent,163.772897409659,75.9803056189571,28.3280689725354,6811.14559769878,TRUE
119,female,46,rural,own_house,167.449109924476,83.227922823636,29.6826976947316,6232.89479602636,TRUE
120,male,33,rural,rent,169.896365567714,82.3069272751997,28.5146609252157,5464.36059219058,TRUE
121,male,51,rural,rent,157.271537718968,74.6672354866545,30.1876847417164,5810.65593158695,TRUE
122,female,37,urban,own_appartment,168.146424305883,67.3868981972978,23.8341788381236,5545.47578446222,FALSE
123,female,81,urban,own_house,162.606419145389,49.8840532448429,18.8662837511664,3972.2823827724,FALSE
124,female,68,urban,irregular,175.538861696523,57.0517665128851,18.5149498727298,3864.37560577861,FALSE
125,male,84,urban,rent,166.270642803127,85.6678457238387,30.9875110294185,6625.10185587025,TRUE
126,male,65,urban,rent,157.213037982901,80.0591406928456,32.3917046739877,8051.47923893779,TRUE
127,female,59,urban,own_appartment,174.499026200068,119.345012829497,39.1938801336619,7248.97858967275,TRUE
128,female,76,rural,rent,178.983455247888,56.9455473816033,17.7759981450358,3919.40485829007,FALSE
129,male,64,rural,rent,180.712220615915,89.5286523434834,27.4149212051646,6047.75529938462,TRUE
130,male,74,urban,own_appartment,164.206195890131,89.1581999846072,33.0660419061562,6337.97188104285,TRUE
131,female,43,urban,own_house,182.121519387613,51.3327660694396,15.476478088847,4547.0674880134,FALSE
132,male,66,urban,rent,157.955894536946,82.4893669687362,33.0617849005604,7455.24968453198,TRUE
133,female,36,urban,irregular,198.385970410203,67.5830760246985,17.1718087267975,2978.49509694745,FALSE
134,female,60,urban,own_appartment,172.938789604168,62.1491271621303,20.7802229906525,4720.5605326234,FALSE
135,female,28,rural,rent,207.089205425674,58.4317092281683,13.6249107715563,4489.51323358291,FALSE
136,female,48,rural,irregular,176.031199548614,106.507712659439,34.3717592390595,4130.07609650302,TRUE
137,male,32,urban,own_house,159.140439234596,70.0694970973496,27.6673711260665,7144.15497934041,TRUE
138,female,70,rural,irregular,182.665242397761,78.8046819571927,23.6178405148537,3710.59775720904,FALSE
139,female,65,urban,own_house,188.860980760036,64.1232618452655,17.9775756428097,4906.65506438038,FALSE
140,male,24,rural,irregular,163.145587767558,81.3346361716228,30.5579954940965,5304.57668839976,TRUE
141,male,48,rural,rent,166.41966020691,90.3681564708336,32.6291800805779,6498.33710468598,TRUE
142,male,46,rural,rent,171.771343935247,65.0118239671493,22.0338771449788,5520.27867296538,FALSE
143,male,43,urban,own_appartment,166.772708381358,92.0754174227612,33.1050107255814,7227.89788644381,TRUE
144,male,56,rural,irregular,158.06938190539,103.780376459931,41.535527616351,5354.24732069684,TRUE
145,female,44,urban,rent,165.135384616665,60.6181032562607,22.2291091612829,4564.79508609782,FALSE
146,male,54,urban,rent,174.330278642256,107.552193047444,35.3894343963137,6742.13715053183,TRUE
147,male,53,urban,own_appartment,169.59238660651,74.94112314202,26.0559848967845,5708.97653433979,TRUE
148,female,76,rural,rent,178.887072994563,56.9515098451038,17.7970215389966,4857.03388750239,FALSE
149,female,66,rural,rent,182.864662434581,87.2253464225257,26.0845365978208,5062.82086561015,TRUE
150,female,76,rural,rent,151.945322451905,71.4322288595975,30.9399445580885,5318.75009798831,TRUE
151,male,82,rural,own_house,162.342820022761,65.6368764287009,24.9047240440691,5592.3522220367,FALSE
152,male,80,urban,rent,152.091510073233,81.6129778476966,35.281681947629,5416.73187705653,TRUE
153,female,51,rural,rent,167.491416154023,65.142517112055,23.220920230554,5065.37571930719,FALSE
154,male,58,urban,rent,152.852880978633,90.5832136629713,38.7704165234766,6473.37289603595,TRUE
155,female,41,urban,own_house,187.536186748306,72.1603135405193,20.5176798718203,5977.6974743206,FALSE
156,female,43,rural,own_appartment,173.860094818219,73.1786537895428,24.2094315201622,5903.20506337772,FALSE
157,female,32,urban,rent,192.575032388172,60.0951692154938,16.2046480593516,4718.69523357856,FALSE
158,female,32,rural,own_house,178.962366791299,49.0750997835794,15.3227869065573,5024.84260584555,FALSE
159,male,42,rural,rent,158.465559511129,104.607830415622,41.6576165508849,9026.04331502203,TRUE
160,male,58,urban,own_house,177.514483088612,69.9334983546527,22.1930846490841,6170.00502646912,FALSE
161,female,64,urban,own_house,162.020182190462,84.849301486352,32.3228791887829,6503.2531775186,TRUE
162,female,26,rural,rent,173.245420840675,57.3945104353441,19.1225949994026,4604.5587716426,FALSE
163,female,46,urban,rent,192.757463706773,100.462794837724,27.0385158509317,5992.33237741455,TRUE
164,female,26,urban,rent,175.151516192618,60.305831803935,19.6576459973426,5605.81205287836,FALSE
165,female,62,urban,own_appartment,190.245615710409,87.2936071653916,24.1186572469519,5683.48658940536,FALSE
166,male,59,urban,own_appartment,161.442979885114,90.7108682294245,34.8033455570171,6809.52822089644,TRUE
167,female,69,rural,rent,195.806570848219,59.316966335523,15.4712145302081,4093.88609478741,FALSE
168,female,85,rural,homeless,158.310887448594,60.7097655502928,24.223505311963,5230.08975272038,FALSE
169,male,52,urban,own_house,163.336549506737,113.89684404792,42.6918462534773,7893.72113580684,TRUE
170,male,70,rural,rent,153.729828658678,100.10670213244,42.3591140483923,8684.57999271883,TRUE
171,male,62,urban,own_house,158.77197443539,75.6791674787542,30.0212419603446,6365.98907974137,TRUE
172,female,32,urban,own_appartment,188.113123810914,60.1745481600845,17.0049221149161,5189.5714195906,FALSE
173,female,80,rural,irregular,188.937915544906,68.556139101102,19.2047258484908,2916.95117799094,FALSE
174,male,77,rural,rent,162.263432941367,77.5038521328996,29.4362151605673,6669.56453010444,TRUE
175,male,25,urban,own_house,178.948686397959,77.6429840897226,24.2462840681667,5446.62502298456,FALSE
176,male,82,rural,rent,162.636639922462,92.4160134168978,34.9389978397504,6809.49253794714,TRUE
177,male,75,urban,own_appartment,157.301809471984,75.9832919832271,30.7079389577495,7677.02999065794,TRUE
178,male,37,rural,irregular,164.225357443905,90.9268457989306,33.7141095999641,4627.68127162466,TRUE
179,male,49,urban,own_house,160.60713363279,108.565372800961,42.0883272380574,7461.8193233384,TRUE
180,male,58,urban,rent,165.423323903104,114.19988721873,41.7322873446729,7409.22785810953,TRUE
181,male,48,urban,rent,163.932082027927,86.1077514176368,32.0416106622821,6107.86484510761,TRUE
182,female,59,urban,own_appartment,189.207028047033,88.5675364552655,24.740019437618,5601.21824866597,FALSE
183,male,94,urban,rent,172.139200012146,66.8124470100267,22.5474699844869,5751.26357009672,FALSE
184,male,29,rural,rent,174.96418208618,82.7271704343428,27.0240146943343,6040.97225034237,TRUE
185,female,83,urban,rent,180.070515032968,45.1659545229692,13.929193754572,4981.46369311815,FALSE
186,female,24,rural,rent,171.246910485223,58.4190404561482,19.920898804486,4190.78505184877,FALSE
187,male,65,urban,own_appartment,172.513793750424,84.2749163126427,28.3172241290276,5733.70466608438,TRUE
188,male,82,rural,own_appartment,163.131737272644,89.0185058073683,33.4505588509675,7411.53033006664,TRUE
189,female,73,rural,rent,178.581253686521,61.3456503888669,19.2358791627777,5861.82083764414,FALSE
190,female,40,rural,irregular,191.404153053668,69.9541858046619,19.0946187991531,2818.17709503809,FALSE
191,male,29,urban,rent,150.546028282967,79.8750234936246,35.2429613888408,6971.82890716111,TRUE
192,male,32,rural,own_house,165.157664962805,86.0556959048102,31.5487497187467,7057.68932030566,TRUE
193,female,52,urban,rent,162.7926366246,62.6264472583901,23.6313352247829,4134.59228745318,FALSE
194,male,25,rural,rent,158.801141488967,82.9347998062923,32.8874015412985,6465.00114864425,TRUE
195,female,70,urban,rent,177.969150360105,73.496539956591,23.2047791729224,5518.72480140509,FALSE
196,male,49,urban,irregular,172.659065582762,90.2029101298249,30.2581085501618,4298.96779279406,TRUE
197,female,49,rural,homeless,176.103677401361,52.8936686161048,17.0555936338403,4041.60181101321,FALSE
198,female,55,rural,homeless,184.528997278694,49.7747762478506,14.6177346079371,4629.64048281448,FALSE
199,female,73,urban,homeless,165.153571012517,55.7459426369693,20.4379497179576,5082.62053367218,FALSE
200,male,65,rural,own_appartment,170.942351614505,121.88812215304,41.7120983591588,8624.41790133992,TRUE
201,female,41,rural,rent,198.978081873936,57.8152862426283,14.6026676227572,4576.23752549484,FALSE
202,male,48,urban,homeless,158.721987909321,86.8866070909171,34.4888449703781,7034.02263408258,TRUE
203,female,51,urban,own_appartment,178.49764975197,50.0048871288753,15.6944986462474,5010.36683970798,FALSE
204,female,51,urban,irregular,161.147437865268,87.5381929259647,33.7093801902728,4713.73048237991,TRUE
205,male,32,urban,rent,162.13180257141,81.1491880146311,30.8707909077724,6113.34644418771,TRUE
206,male,49,urban,rent,167.62320156725,113.574489661222,40.4215098344536,7179.04493855871,TRUE
207,female,33,urban,own_appartment,194.875514363518,62.6178949238298,16.4886050117213,5296.15624382363,FALSE
208,male,35,rural,rent,154.62496422419,78.0416591089573,32.6412866436343,6484.57439598072,TRUE
209,male,49,urban,own_house,160.71974724462,79.3769017174972,30.7295118788103,5599.34388143459,TRUE
210,male,31,urban,irregular,166.009986322725,82.8431767421824,30.059954342921,4187.8277298827,TRUE
211,male,73,urban,rent,162.353082016951,83.6161482457402,31.7226225016931,6247.69686529321,TRUE
212,male,30,urban,homeless,182.137215266556,73.2518508575009,22.0811261026161,4813.85798761338,FALSE
213,male,35,urban,rent,169.630038425421,73.174167632117,25.4303460527648,5396.69505616738,TRUE
214,female,77,rural,own_appartment,184.368788076258,66.1741062006021,19.4676389099373,5378.54811661013,FALSE
215,female,84,urban,own_house,166.450717387804,49.6562854700598,17.9226773511331,4852.64332477614,FALSE
216,male,36,urban,own_house,169.482576481834,92.395104749593,32.1661325373061,7546.71138365546,TRUE
217,female,70,urban,rent,191.587710986398,59.3911217290437,16.1802873681946,4369.2880265378,FALSE
218,female,44,rural,rent,168.106294607101,66.7042013826184,23.6039799912762,4802.83776540014,FALSE
219,male,62,rural,rent,166.747104163325,82.3160654387882,29.6052002437689,6725.95737748265,TRUE
220,male,22,rural,irregular,145.47400387076,83.214643371132,39.3214000098801,5303.93805457605,TRUE
221,male,44,rural,rent,160.303985007721,95.5168103673696,37.1698812965552,6935.490749746,TRUE
222,male,70,urban,own_appartment,162.438881661731,82.2225568962951,31.1609720154091,7750.07221051808,TRUE
223,male,62,urban,rent,168.177218475414,87.8370894394883,31.055863272433,7509.97507443571,TRUE
224,male,34,urban,rent,162.113927396362,78.6886535300238,29.9413556277332,7490.86204139315,TRUE
225,male,58,urban,irregular,172.138032658293,109.812394880544,37.0593410402242,4163.03916482432,TRUE
226,female,30,urban,own_appartment,171.674457385093,42.2391902447,14.3319147796183,4663.92556460264,FALSE
227,male,55,urban,irregular,167.395640075002,96.5933368001554,34.4713970124324,5320.81327563549,TRUE
228,female,23,rural,rent,193.177247772339,54.1292769284789,14.5050849660038,5370.80250197627,FALSE
229,male,55,rural,irregular,156.428712799325,98.9641241860423,40.4431377178965,5101.66676864773,TRUE
230,male,25,urban,irregular,151.858374617624,93.657410970333,40.6129609695848,5093.74514614498,TRUE
231,male,25,urban,rent,168.089413938542,64.2531878628444,22.7412301637745,6014.67106272891,FALSE
232,male,69,urban,own_house,181.590753748417,93.8726400706169,28.467646841528,4963.49822076854,TRUE
233,male,40,urban,own_house,177.231258490347,62.1335693095389,19.7808823540278,4929.89924923863,FALSE
234,male,49,urban,rent,165.937845591296,93.7699524034754,34.0543661381177,5987.04605176236,TRUE
235,female,52,rural,own_appartment,167.979071448626,68.7142305801256,24.3520953410316,4506.05896309523,FALSE
236,female,79,rural,rent,184.300831956989,50.0209062396289,14.7264126023629,5082.40874053963,FALSE
237,female,73,urban,irregular,186.042208596819,66.1838898584512,19.1218239485703,3517.38058732915,FALSE
238,female,59,rural,homeless,175.369749367129,62.3848745960583,20.284763275207,4708.44011897283,FALSE
239,male,55,urban,irregular,165.442394639394,77.5395258834889,28.3288879196111,4572.05536836673,TRUE
240,male,36,rural,rent,153.724847683564,76.3027350742908,32.2888042966732,5935.63521115406,TRUE
241,female,35,rural,own_house,169.773718525384,65.2822307108621,22.6492624319104,4700.7088038325,FALSE
242,female,81,rural,rent,168.2061581618,60.6015832197143,21.4190491318905,5437.26978277126,FALSE
243,female,48,urban,own_appartment,169.681905165427,52.0522545966207,18.0787534404373,4844.20257984526,FALSE
244,male,53,rural,homeless,154.818076889446,111.714009812323,46.6084117050304,7593.12776137355,TRUE
245,female,35,urban,rent,190.993554980569,58.6468699280018,16.0770889055577,4615.03484351809,FALSE
246,male,26,urban,own_house,172.682585225929,71.0156466987444,23.81534967783,5574.70480084529,FALSE
247,male,33,urban,own_appartment,156.637070266906,75.7619787399408,30.8789273675034,5924.50798864701,TRUE
248,male,53,rural,irregular,160.750292354929,126.329635307019,48.8879357013145,5830.42987110382,TRUE
249,female,79,rural,own_house,180.94219612155,56.6004409801379,17.2878147685043,4603.87765120352,FALSE
250,female,81,rural,irregular,199.181012789179,64.0391899783521,16.1417254894074,2913.48917404686,FALSE
251,female,64,rural,irregular,170.737101938694,83.7973560052815,28.7458069649597,3558.64158319096,TRUE
252,female,81,urban,rent,169.482739874171,51.7097224420421,18.0020205939063,4553.62193557026,FALSE
253,male,78,rural,rent,165.492121320722,93.9032950881023,34.2867393755275,7892.29546707682,TRUE
254,male,38,urban,rent,171.430114671078,88.7111991663227,30.1859062318464,6412.92964788407,TRUE
255,male,41,urban,rent,171.535005083431,84.9747361772114,28.8791432792682,6436.90745726097,TRUE
256,male,50,rural,rent,154.620096501963,87.2151553151391,36.4804409013321,7541.61098583594,TRUE
257,male,77,urban,own_house,177.476700754511,66.8810640482985,21.233445926344,5670.78752959115,FALSE
258,female,50,rural,own_house,180.714649831607,66.4706026910859,20.3536778062129,4564.39975615246,FALSE
259,female,50,rural,rent,182.517653314449,100.980825481011,30.3130170660849,5580.40215135289,TRUE
260,female,67,urban,rent,177.384441273854,60.6385421979851,19.2715969070473,4771.05087166186,FALSE
261,female,41,urban,own_appartment,162.364303563095,53.2332422351629,20.1930448626339,4179.75947917101,FALSE
262,male,78,rural,own_house,165.873752809553,96.7176311032205,35.152021881813,7091.07691510769,TRUE
263,male,52,urban,rent,167.007670524222,100.125232404197,35.8980369597805,6053.29565023332,TRUE
264,male,62,urban,irregular,161.188023294013,97.6461510284193,37.5828395877194,5166.65252085265,TRUE
265,male,60,urban,homeless,156.252825471057,79.9189736862972,32.733627765855,7147.83165884577,TRUE
266,male,80,urban,rent,162.874069911601,60.922576149192,22.9654183979266,5097.07954215952,FALSE
267,male,68,rural,rent,168.128809761097,102.715704451055,36.3372931073209,6304.46850239168,TRUE
268,female,48,rural,rent,176.658287196965,66.8547274059183,21.422201083137,5835.21841105937,FALSE
269,male,52,urban,own_appartment,139.890658283737,106.700365153346,54.5240965299188,9129.96173666081,TRUE
270,female,31,rural,irregular,174.915309715179,80.6482732325141,26.3596370635706,4458.80306612647,TRUE
271,male,67,urban,rent,154.490940153025,78.9750659625131,33.0890245972486,7213.43901692373,TRUE
272,female,36,urban,rent,161.456399552246,67.5108486939964,25.897810009969,5793.73906330907,TRUE
273,female,49,rural,homeless,167.837952984601,53.8797558743667,19.1269301196438,5504.87779174723,FALSE
274,female,20,rural,own_appartment,162.813460216807,52.5736563896905,19.8329615422632,5356.95891723358,FALSE
275,female,70,urban,rent,182.783321746473,53.2749581241551,15.945934869568,5738.03355567815,FALSE
276,male,73,rural,irregular,167.401894522127,90.4776706699575,32.2864781242949,4333.07714376007,TRUE
277,female,42,urban,rent,174.914330438577,59.1731003544741,19.3407602172572,5280.47244921753,FALSE
278,male,80,rural,homeless,172.698647828202,72.566928871932,24.3310510057833,6118.51082426079,FALSE
279,male,51,urban,homeless,166.316974120762,121.538246643665,43.937952659953,7259.84506200151,TRUE
280,female,24,urban,own_appartment,175.213639921969,47.2466007396279,15.3898626547618,4084.31984862106,FALSE
281,male,72,urban,rent,157.916441875732,99.4473317859817,39.8784651927185,8088.56051433327,TRUE
282,male,79,urban,rent,153.936519388517,75.9181054895727,32.0377521009992,5806.25359437538,TRUE
283,male,61,urban,own_house,167.343646892681,86.5742929440192,30.9150885518849,6571.10184348547,TRUE
284,male,78,rural,rent,169.276049279406,81.1281576717475,28.3126542043024,6407.34771515767,TRUE
285,female,63,urban,rent,184.497290553166,83.6960602982425,24.588103367059,4761.08796205704,FALSE
286,male,48,rural,rent,150.964188951226,90.5171826239308,39.7176140865578,8643.99177300956,TRUE
